Date;Open*;High;Low;Close**;Volume;Market Cap
Sep 08, 2020;€ 1.06;€ 1.18;€ 1.03;€ 1.14;€359,447;€ 0
Sep 07, 2020;€ 1.02;€ 1.21;€ 0.99;€ 1.06;€332,693;€ 0
Sep 06, 2020;€ 1.17;€ 1.26;€ 0.91;€ 1.03;€335,762;€ 0
Sep 05, 2020;€ 1.29;€ 1.35;€ 1.06;€ 1.17;€445,032;€ 0
Sep 04, 2020;€ 1.41;€ 1.46;€ 1.29;€ 1.29;€707,623;€ 0
Sep 03, 2020;€ 1.42;€ 1.47;€ 1.38;€ 1.41;€1,398,981;€ 0
Sep 02, 2020;€ 1.40;€ 1.46;€ 1.29;€ 1.41;€443,978;€ 0
Sep 01, 2020;€ 1.47;€ 1.49;€ 1.39;€ 1.39;€373,154;€ 0
Aug 31, 2020;€ 1.38;€ 1.57;€ 1.38;€ 1.47;€502,323;€ 0
Aug 30, 2020;€ 1.40;€ 1.56;€ 1.38;€ 1.39;€368,067;€ 0
Aug 29, 2020;€ 1.40;€ 1.58;€ 1.39;€ 1.40;€466,423;€ 0
Aug 28, 2020;€ 1.47;€ 1.58;€ 1.41;€ 1.41;€539,376;€ 0
Aug 27, 2020;€ 1.61;€ 1.62;€ 1.40;€ 1.47;€674,100;€ 0
Aug 26, 2020;€ 1.27;€ 1.62;€ 1.22;€ 1.62;€1,163,591;€ 0
Aug 25, 2020;€ 1.29;€ 1.40;€ 1.24;€ 1.27;€478,551;€ 0
Aug 24, 2020;€ 1.28;€ 1.43;€ 1.24;€ 1.29;€521,652;€ 0
Aug 23, 2020;€ 1.27;€ 1.40;€ 1.19;€ 1.28;€469,821;€ 0
Aug 22, 2020;€ 1.29;€ 1.38;€ 1.16;€ 1.27;€434,218;€ 0
Aug 21, 2020;€ 1.27;€ 1.43;€ 1.26;€ 1.29;€363,660;€ 0
Aug 20, 2020;€ 1.37;€ 1.63;€ 1.27;€ 1.27;€605,802;€ 0
Aug 19, 2020;€ 1.39;€ 1.44;€ 1.28;€ 1.36;€602,678;€ 0
Aug 18, 2020;€ 1.62;€ 1.69;€ 1.36;€ 1.39;€860,414;€ 0
Aug 17, 2020;€ 1.35;€ 1.77;€ 1.14;€ 1.62;€740,188;€ 0
Aug 16, 2020;€ 1.50;€ 1.52;€ 1.35;€ 1.35;€454,770;€ 0
Aug 15, 2020;€ 1.33;€ 1.64;€ 1.32;€ 1.50;€502,987;€ 0
Aug 14, 2020;€ 1.03;€ 1.64;€ 1.02;€ 1.33;€607,262;€ 0
Aug 13, 2020;€ 0.73;€ 1.38;€ 0.73;€ 1.03;€423,199;€ 0
Aug 12, 2020;€ 0.57;€ 0.74;€ 0.57;€ 0.74;€228,505;€ 0
Aug 11, 2020;€ 0.56;€ 0.58;€ 0.54;€ 0.57;€172,641;€ 0
Aug 10, 2020;€ 0.52;€ 0.57;€ 0.45;€ 0.56;€176,341;€ 0
Aug 09, 2020;€ 0.50;€ 0.56;€ 0.49;€ 0.52;€177,307;€ 0
Aug 08, 2020;€ 0.53;€ 0.58;€ 0.50;€ 0.50;€170,054;€ 0
Aug 07, 2020;€ 0.51;€ 0.57;€ 0.47;€ 0.52;€188,422;€ 0
Aug 06, 2020;€ 0.47;€ 0.59;€ 0.45;€ 0.51;€218,539;€ 0
Aug 05, 2020;€ 0.44;€ 0.62;€ 0.44;€ 0.47;€181,422;€ 0
Aug 04, 2020;€ 0.42;€ 0.54;€ 0.41;€ 0.44;€130,076;€ 0
Aug 03, 2020;€ 0.41;€ 0.52;€ 0.39;€ 0.42;€147,213;€ 0
Aug 02, 2020;€ 0.38;€ 0.56;€ 0.38;€ 0.41;€139,378;€ 0
Aug 01, 2020;€ 0.41;€ 0.44;€ 0.37;€ 0.38;€115,316;€ 0
Jul 31, 2020;€ 0.35;€ 0.53;€ 0.34;€ 0.41;€150,986;€ 0
Jul 30, 2020;€ 0.38;€ 0.40;€ 0.34;€ 0.35;€115,525;€ 0
Jul 29, 2020;€ 0.35;€ 0.38;€ 0.34;€ 0.36;€108,053;€ 0
Jul 28, 2020;€ 0.33;€ 0.38;€ 0.32;€ 0.35;€100,718;€ 0
Jul 27, 2020;€ 0.37;€ 0.39;€ 0.33;€ 0.33;€93,055;€ 0
Jul 26, 2020;€ 0.34;€ 0.38;€ 0.32;€ 0.37;€132,679;€ 0
Jul 25, 2020;€ 0.33;€ 0.35;€ 0.31;€ 0.34;€129,208;€ 0
Jul 24, 2020;€ 0.32;€ 0.37;€ 0.30;€ 0.33;€120,138;€ 0
Jul 23, 2020;€ 0.33;€ 0.35;€ 0.30;€ 0.32;€100,841;€ 0
Jul 22, 2020;€ 0.31;€ 0.36;€ 0.31;€ 0.34;€99,417;€ 0
Jul 21, 2020;€ 0.34;€ 0.35;€ 0.28;€ 0.31;€110,013;€ 0
Jul 20, 2020;€ 0.34;€ 0.39;€ 0.31;€ 0.34;€107,324;€ 0
Jul 19, 2020;€ 0.32;€ 0.35;€ 0.31;€ 0.34;€77,120;€ 0
Jul 18, 2020;€ 0.36;€ 0.37;€ 0.29;€ 0.32;€89,098;€ 0
Jul 17, 2020;€ 0.38;€ 0.39;€ 0.34;€ 0.36;€118,716;€ 0
Jul 16, 2020;€ 0.34;€ 0.40;€ 0.34;€ 0.38;€103,590;€ 0
Jul 15, 2020;€ 0.39;€ 0.39;€ 0.33;€ 0.34;€99,680;€ 0
Jul 14, 2020;€ 0.38;€ 0.39;€ 0.33;€ 0.39;€108,199;€ 0
Jul 13, 2020;€ 0.38;€ 0.40;€ 0.33;€ 0.38;€106,967;€ 0
Jul 12, 2020;€ 0.40;€ 0.44;€ 0.38;€ 0.38;€116,645;€ 0
Jul 11, 2020;€ 0.41;€ 0.44;€ 0.40;€ 0.40;€131,645;€ 0
Jul 10, 2020;€ 0.45;€ 0.45;€ 0.41;€ 0.41;€124,038;€ 0
Jul 09, 2020;€ 0.43;€ 0.46;€ 0.40;€ 0.45;€149,284;€ 0
Jul 08, 2020;€ 0.42;€ 0.44;€ 0.40;€ 0.44;€154,612;€ 0
Jul 07, 2020;€ 0.42;€ 0.44;€ 0.40;€ 0.41;€119,952;€ 0
Jul 06, 2020;€ 0.44;€ 0.44;€ 0.38;€ 0.42;€120,058;€ 0
Jul 05, 2020;€ 0.41;€ 0.45;€ 0.38;€ 0.44;€143,473;€ 0
Jul 04, 2020;€ 0.47;€ 0.47;€ 0.40;€ 0.41;€125,465;€ 0
Jul 03, 2020;€ 0.46;€ 0.47;€ 0.41;€ 0.47;€106,535;€ 0
Jul 02, 2020;€ 0.39;€ 0.48;€ 0.39;€ 0.46;€142,038;€ 0
Jul 01, 2020;€ 0.43;€ 0.68;€ 0.39;€ 0.40;€146,754;€ 0
Jun 30, 2020;€ 0.50;€ 0.50;€ 0.43;€ 0.43;€130,080;€ 0
Jun 29, 2020;€ 0.42;€ 0.50;€ 0.41;€ 0.50;€154,964;€ 0
Jun 28, 2020;€ 0.41;€ 0.46;€ 0.34;€ 0.42;€122,993;€ 0
Jun 27, 2020;€ 0.44;€ 0.47;€ 0.36;€ 0.41;€108,461;€ 0
Jun 26, 2020;€ 0.47;€ 0.49;€ 0.41;€ 0.44;€123,506;€ 0
Jun 25, 2020;€ 0.50;€ 0.57;€ 0.40;€ 0.47;€145,392;€ 0
Jun 24, 2020;€ 0.38;€ 0.48;€ 0.37;€ 0.48;€94,887;€ 0
Jun 23, 2020;€ 0.40;€ 0.42;€ 0.36;€ 0.38;€105,646;€ 0
Jun 22, 2020;€ 0.40;€ 0.43;€ 0.35;€ 0.41;€100,880;€ 0
Jun 21, 2020;€ 0.31;€ 0.43;€ 0.31;€ 0.40;€118,147;€ 0
Jun 20, 2020;€ 0.37;€ 0.43;€ 0.31;€ 0.32;€97,765;€ 0
Jun 19, 2020;€ 0.37;€ 0.43;€ 0.36;€ 0.36;€122,713;€ 0
Jun 18, 2020;€ 0.26;€ 0.39;€ 0.26;€ 0.37;€108,549;€ 0
Jun 17, 2020;€ 0.29;€ 0.29;€ 0.26;€ 0.26;€76,261;€ 0
Jun 16, 2020;€ 0.33;€ 0.34;€ 0.28;€ 0.28;€85,703;€ 0
Jun 15, 2020;€ 0.29;€ 0.44;€ 0.27;€ 0.33;€105,324;€ 0
Jun 14, 2020;€ 0.29;€ 0.30;€ 0.27;€ 0.29;€89,099;€ 0
Jun 13, 2020;€ 0.29;€ 0.30;€ 0.27;€ 0.29;€79,669;€ 0
Jun 12, 2020;€ 0.25;€ 0.29;€ 0.25;€ 0.29;€81,999;€ 0
Jun 11, 2020;€ 0.24;€ 0.31;€ 0.24;€ 0.26;€77,015;€ 0
Jun 10, 2020;€ 0.24;€ 0.28;€ 0.22;€ 0.24;€73,064;€ 0
Jun 09, 2020;€ 0.24;€ 0.25;€ 0.22;€ 0.24;€58,743;€ 0
Jun 08, 2020;€ 0.24;€ 0.25;€ 0.24;€ 0.25;€73,609;€ 0
